Navn;Navn Detaljeret;Adresse;Telefon;Email;Hjemmeside;Kommune;Region;Facilitetstype;Placering;Ejerforhold;Driftsherre;Eksterne bemærkninger;Gis X;Gis Y;UTM;Antal baner
PureGym;PureGym - Vanløse, Vanløse Torv;Apollovej 33, 2720 Vanløse;88 88 76 00;;https://www.puregym.dk/find-center/vanloesetorv;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;Centret åbner den 12.oktober 2017;719567;6176887;32N;
PureGym;PureGym - Kbh.N., Farumgade;Farumgade 6, 2200 København N;;;https://www.puregym.dk/find-center/kbh-n-farumgade;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;722626;6178184;32N;
LOOP Fitness;LOOP Brønshøj;Frederikssundsvej 266, 2700 Brønshøj;;;;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;718648;6179257;32N;
SATS;SATS KBH - BLOX;Frederiksholms Kanal 30, Bygning A,1., 1220 København K;+45 88 63 23 20;;https://www.sats.com/fitnesscenter/sjaelland/sats-kbh-blox/;København;Hovedstaden;Fitnesscentre;Indendørs;Andet;Privat;;725062;6175396;32N;
Arca;Arca, Omstillingen;Norgesgade 10, 2300 København;;kontor@arca.dk;https://arca.dk/, https://arca.dk/omstillingen/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;726352;6174559;32N;
Arca;Arca, Krydsfeltet;Rosenvængets Allé 9, 2100 København Ø;;kontor@arca.dk;https://arca.dk/, https://arca.dk/krydsfeltet/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;724946;6178392;32N;
FysioDanmark;FysioDanmark Vanløse;Indertoften 10 3. sal, 2720 Vanløse;38 74 02 58;fd@vanlose-fys.dk;https://vanlose-fys.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;719313;6176690;32N;
Charlottehaven Fitness & Health Club;Swimmingpool;Hjørringgade 12C, 2100 København Ø;;;http://www.charlottehaven.com/da/fitness-healthclub;København;Hovedstaden;Svømmeanlæg;Indendørs;Privat;Privat;Andet svømmebassin: 20x6  m. ;725450;6179135;32N;Andre svømmebassiner=1
Kalvebod Fælled Skole;Idrætshal;Else Alfeltsvej 2, 2300 København S;;;;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;;724743;6170018;32N;Håndboldbaner=1
Hafnia-Hallen;Hafnia-Multi;Julius Andersens Vej 6, 2450 København SV;;kontakt@hafnia-hallen.dk;https://www.hafnia-hallen.dk/;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Selvejende institution;;720863;6172468;32N;Håndboldbaner=1
Lundehusskolen;Lundehushallen;Lersø Parkallé 152, 2100 Kbh. Ø;;;;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;;722604;6180443;32N;Håndboldbaner=1
Ørestad Skøjtehal;Multirum;Hannemanns Alle 14 A + B, 2300 København S;;;http://ørestadskøjtehal.dk/;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;149 m2;724859;6170156;32N;
Ørestad Skøjtehal;Danserum;Hannemanns Alle 14 A + B, 2300 København S;;;http://ørestadskøjtehal.dk/;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;"44
 m2";724859;6170156;32N;
Ørestad Skøjtehal;Styrke/motionsrum;Hannemanns Alle 14 A + B, 2300 København S;;;http://ørestadskøjtehal.dk/;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;49 m2;724859;6170156;32N;
Kalvebod Fælled Skole;Multisal;Else Alfeltsvej 2, 2300 København S;;;http://kfs.skoleporten.dk/sp;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;164 m2;724743;6170018;32N;
FysioDanmark;FYSIQ Nørreport;Nørre Voldgade 11, 1358 København K;;;https://fysiq.dk/fysiq-noerreport/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;724469;6176597;32N;
Sporting Health Club;SHC, Scandinavia;Amager Boulevard 70, 4. sal, 2300 København S;33131609;scandinavia@sportinghealthclub.dk;https://sportinghealthclub.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725534;6174885;32N;
Amager Bakke;Copenhill;Vindmøllevej 6, 2300 København;;info@copenhill.dk;http://www.copenhill.dk;København;Hovedstaden;Alpine skianlæg;Udendørs;Andet;Privat;Helårs skianlæg på plastunderlag.;727580;6176930;32N;
Copenhagen Cable Park;;Kraftværksvej 24, 2300 København S;32 96 92 90;info@ccp.dk;http://copenhagencablepark.dk;København;Hovedstaden;Kabelbaner;Udendørs;Kommunal;Privat;Parken har to kabelsystemer: Hovedkablet er et 6 tårns system, og det er 585 meter langt, og 2.0-kablet er et 2 tårns system, primært til børn og begyndere.;727620;6176497;32N;
Kapelvej 44;Dansesalen;Kapelvej 44, 2200 København;;;;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;723227;6176910;32N;
Copenhagen International School;Idrætshal HS;Levantkaj 4-14, 2150 Nordhavn;;;https://www.copenhageninternational.school/;København;Hovedstaden;Små idrætshaller (300-799 m2);Indendørs;Selvejende institution;Selvejende institution;Idrætshal på 775 m2 i tårn A;726030;6179888;32N;
Copenhagen International School;Idrætshal MS;Levantkaj 4-14, 2150 Nordhavn;;;https://www.copenhageninternational.school/;København;Hovedstaden;Små idrætshaller (300-799 m2);Indendørs;Selvejende institution;Selvejende institution;Idrætshal på 615 m2 i tårn B;726030;6179888;32N;
Copenhagen International School;Idrætshal PS;Levantkaj 4-14, 2150 Nordhavn;;;https://www.copenhageninternational.school/;København;Hovedstaden;Små idrætshaller (300-799 m2);Indendørs;Selvejende institution;Selvejende institution;Idrtæshal på 614 m2 i tårn D;726030;6179888;32N;
Copenhagen International School;Idrætshal EY;Levantkaj 4-14, 2150 Nordhavn;;;https://www.cis.dk/;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Selvejende institution;Selvejende institution;;726030;6179888;32N;
Sundbyøster Skole;Tumlesal;Smyrnavej 5-7, 2300 København S.;;mail@sundbyoesterskole.kk.dk;http://sundbyoesterskole.skoleporten.dk/sp;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;727354;6173217;32N;
Grøndalsvængets Skole;Multisal;Rørsangervej 29, 2400 København;;;https://gvs.aula.dk/;København;Hovedstaden;Små idrætshaller (300-799 m2);Indendørs;Kommunal;Kommunal;Multisalen kan deles op i to mindre sale på henholdsvis 240 og 239 m2;721637;6178124;32N;
Grøndalsvængets Skole;Tumlesal;Rørsangervej 29, 2400 København;;;https://gvs.skoleporten.dk/sp;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;Sal på 143 m2 på første sal;721637;6178124;32N;
Amager Strandpark, Nord;;2300, København S;;;https://www.findveji.dk;København;Hovedstaden;Orienteringsbaner;Kombineret;Andet;Andet;;728820;6174598;32N;Faste poster=20
Ungdomsøen;;1433, København K;;;https://www.findveji.dk;København;Hovedstaden;Orienteringsbaner;Kombineret;Andet;Andet;;730219;6181100;32N;Faste poster=50
LOOP Fitness;LOOP Vanløse;Jernbane Allé 42A, 2720 Vanløse;;;https://loopfitness.dk/centre/loop-fitness-vanloese/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;719439;6176741;32N;
LOOP Fitness;LOOP Østerbro;Teglværksgade 37, 2100 København Ø;;;https://loopfitness.dk/centre/loop-fitness-oesterbro/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723545;6179358;32N;
LOOP Fitness;LOOP Valby;Toftegårds Allé 9A, 2500 Valby;;;https://loopfitness.dk/centre/loop-fitness-valby/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;721209;6174508;32N;
PureGym;PureGym - Kbh Ø., Oslo Plads;Oslo Plads 2, I Kælderen, 2100 København Ø;;;https://www.puregym.dk/find-center/kbh-oe-oslo-plads;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725511;6177677;32N;
Fitness Valby;Fitness Valby;Valby Langgade 48, 2500 Valby;;;https://fitnessvalby.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;721141;6174623;32N;
FitnessX;FitnessX - Valby - Vigerslevvej;Centerparken 34 2500 Valby;;;https://www.fitnessx.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;719466;6173126;32N;
Arca;Arca, Højen;Tuxensvej 1, 2700 København;;kontor@arca.dk;https://arca.dk/, https://arca.dk/hojen/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;720087;6178739;32N;
Sporting Health Club;SHC, Østbanegade;Østbanegade 121, 2100 København;40 14 79 66;ostbanegade@sportinghealthclub.dk;https://sportinghealthclub.dk/shc-oestbanegade/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725562;6179136;32N;
Inzhape;Inzhape København;Glentevej 60A, 2400 København NV;22 33 11 63;;https://inzhape.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;721842;6178337;32N;
Kaatsu Fitness;Østerbro;Bergensgade 1, 2100 København Ø;25 23 00 00;info@kaatsufitness.dk;https://kaatsufitness.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725423;6177780;32N;
Alis Wonderland;;Sydområdet 30, 1440, København K;;;https://skateparks.dk/skateparks/alis-wonderland/;København;Hovedstaden;Skatefaciliteter;Indendørs;Andet;Andet;Indendørs bowl i træ og udendørs streetareal i beton beliggende på Christiania. ;726237;6175645;32N;
Amager Strandpark;;Jollevej 8, 2300 København;;;https://skateparks.dk/skateparks/amager-strandpark/;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Skateparken er en udendørs park af beton lige ved Amager Strand med diverse faciliteter. Der er desuden mulighed for at dyrke parkour samt spille streetfodbold- og basket.;729566;6173669;32N;
Bispebjerg Skateareal;Under Broen;Tagensvej 143, 2400 København NV;;;https://skateparks.dk/skateparks/under-broen-bispebjerg/;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Under motorvejsbroen ligger et DIY-areal med flere banks og quaterpipes. Det er støbt i beton;722554;6179079;32N;
Copenhagen Skatepark;;Enghavevej 80, 2450 København;;gadeidraet@kk.dk;https://gadeidraet.kk.dk/copenhagen-skatepark;København;Hovedstaden;Skatefaciliteter;Indendørs;Kommunal;Kommunal;Indendørs skatepark stort streetareal og lille bowl. Parken er i konstant fornyelse og tilbyder faciliteter til både nye- og øvede skatere.;722706;6174162;32N;
Enghave Plads;;Enghave Pl. 18, 1670 København;;;https://skateparks.dk/skateparks/enghave-plads/;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Udendørs skateareal med quarter-pipes og bank samt basketbane. ;722932;6174751;32N;
Fælledparken Skatepark;;Edel Sauntes Allé 3, 2100 København Ø;;;https://skateparks.dk/skateparks/faelledparken-skatepark/;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Skateparken er Danmarks næststørste med dens 4500 kvm. Parken består af 2 bowls, en vert og et streetareal. ;723890;6178385;32N;
Hullet;;Lyngbyvej 97, 2100 Købehavn Ø;;;https://skateparks.dk/skateparks/hullet/;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;DIY betonbowl og streetareal tæt på Ryparken station bygget af frivillige skatere. Fokuseret omkring en bowl.;723485;6179893;32N;
Islands Brygge Skatepark;;Islands Brygge 4, 2300 København S;;gadeidraet@kk.dk;https://gadeidraet.kk.dk/islands-brygge;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Lille udendørs streetareal, med tilhørende basketbane.;725049;6175023;32N;
Israels Plads;;Linnésgade 6, 1361 København K;;;https://skateparks.dk/skateparks/israels-plads/;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Udendørs minibowl af beton lige ved Nørreport station.;724307;6176551;32N;
L.O.W. Skatepark;;Ragnhildgade 1, 2100 København Ø;;;https://skateparks.dk/skateparks/low-skatepark/;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;L.O.W. parken består af en masse flytbare elementer, som man kan rykke rundt som man vil. Der er bl.a. en stor bank og en banana-ledge.;723276;6179178;32N;
Løbehjulsparken;;Frederik V's Vej 7, 2100 København;;gadeidraet@kk.dk;https://gadeidraet.kk.dk/gadeidraet/loebehjuls-parken;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Et stenkast fra den store skatepark i Fælledparken ligger en mindre park, men i samme kvalitet, til løbehjulsbrugere.;724266;6178212;32N;
Nansensgade Skatepark;;Charlotte Ammundsens Plads, 1359 København K;;;https://skateparks.dk/skateparks/nansensgade/;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Nansensgade Skatepark er en del af Københavns byfornyelse, og sammenfletter skateareal og basketbane - alt sammen med et arkitektonisk designerstrøg. Der findes desuden stativer til parkour på pladsen.;724048;6176639;32N;
Nordhavn Skatespot;;Levantkaj 4, 2150 København;;;https://skateparks.dk/skateparks/nordhavn-skatespot/;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Sjovt lille setup af beton og stål, som indeholder pyramide, quater, spine, chinabank og ledges.;726017;6179947;32N;
Nørrebro Skatepark;;Farumgade 6, 2200 København;;;https://skateparks.dk/skateparks/norrebro-skatepark/;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Udendørs streetspot, som er let for ny begyndere og spændende for øvede brugere. ;722522;6178099;32N;
Prags Boulevard;;Prags Boulevard 80, 2300 København S;;gadeidraet@kk.dk;https://gadeidraet.kk.dk/gadeidraet/prags-boulevard;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Udendørs skateareal med flatrails, en rund manual-pad og en stor bank i forskellige niveauer.;727550;6175135;32N;
Refshaleøen Skatepark;;Refshalevej 169, 1432 København;;;https://skateparks.dk/skateparks/refshaleoeen-skatepark/;København;Hovedstaden;Skatefaciliteter;Indendørs;Privat;Privat;Udendørs skatepark på Refshaleøen.;726758;6177932;32N;
Superkilen;;Nørrebrogade 210, 2200 København N;;;https://skateparks.dk/skateparks/superkilen-noerrebro/;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Superkilen er en park på ydre Nørrebro som strækker sig fra Nørrebroparken fra Nørrebrogade og op til Tagensvej. Superkilen består af Den Røde Plads, Den Sorte Plads og Den Grønne Plads. På denne strækning er der mulighed for at spille streetbasket, dyrke parkour og calisthenics samt skate. Det er på den røde plads at man finder obstacles, såsom eurogap, flatbars, ledges, speed bumbs og manual pads-;722595;6178309;32N;
Vanløse Skatepark;;Jyllingevej 38, 2720 Vanløse;;;https://skateparks.dk/skateparks/vanlose-skatepark/;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Relativt lille udendørs skateareal med curbs, ledges, funbox og en bank.;719144;6177385;32N;
Copenhagen Parkour (ved Ressourcecenter Ydre Nørrebro RCYN);Parkouranlæg;Tagensvej 85D, 2200 Kbh N.;;;http://www.rcyn.dk/aktiviteter/parkour;København;Hovedstaden;Parkouranlæg;Indendørs;Kommunal;Kommunal;;722935;6178646;32N;
Bevægelseshjørnet;Parkouranlæg;18 Reberbanegade, 2300 København S;;;;København;Hovedstaden;Parkouranlæg;Udendørs;Kommunal;Kommunal;;726697;6174355;32N;
Nansensgade Skatepark;Parkouranlæg;Ahlefeldtsgade 33, 1366 København K;;;http://skateparks.dk/kobenhavn/nansensgade/;København;Hovedstaden;Parkouranlæg;Udendørs;Kommunal;Kommunal;;724044;6176631;32N;
GAME Streetmekka København;Parkouranlæg;Enghavevej 82D, 2450 København SV;;copenhagen@game.ngo;https://game.ngo/da/koebenhavn/;København;Hovedstaden;Parkouranlæg;Udendørs;Forening;Forening;;722666;6174116;32N;
Amager Strandpark;Parkouranlæg;Havkajakvej 14, 2300 København;;;https://www.kk.dk/amagerstrandpark;København;Hovedstaden;Parkouranlæg;Udendørs;Kommunal;Kommunal;;729554;6172977;32N;
Aktiv Parkeringsplads;Parkouranlæg;Hvidkildevej 64, 2400 København NV;;;;København;Hovedstaden;Parkouranlæg;Udendørs;Kommunal;Kommunal;;721010;6178415;32N;
Krakas Plads;Parkouranlæg;Krakas Plads, 2200 København;;;;København;Hovedstaden;Parkouranlæg;Udendørs;Kommunal;Kommunal;;723168;6179085;32N;
Skotlands Plads;Parkouranlæg;Skotlands Pl., 2300 København S;;;;København;Hovedstaden;Parkouranlæg;Udendørs;Kommunal;Kommunal;;726766;6173942;32N;
Sundbyvester Plads;Parkouranlæg;Sundbyvester Pl., 2300 København S;;;;København;Hovedstaden;Parkouranlæg;Udendørs;Kommunal;Kommunal;;727300;6172646;32N;
Amager Fælled Skole;Den Lille Forbindelse;Sundholmsvej 2A, 2300 København S;;mail@afs.kk.dk;;København;Hovedstaden;Parkouranlæg;Udendørs;Kommunal;Kommunal;;726103;6174381;32N;
Sønder Boulevard Vest;Parkouranlæg;Sønder Blvd, 1720 København V;;;;København;Hovedstaden;Parkouranlæg;Udendørs;Kommunal;Kommunal;;722535;6174320;32N;
City Golf Copenhagen;City Golf Copenhagen;Center Boulevard 4, 2300 København S;72 40 60 90;reception@citygolf.dk;https://citygolf.dk/;København;Hovedstaden;Golfanlæg;Udendørs;Privat;Privat;Pay and Play bane: alle 9 huller fra den store bane;724969;6171742;32N;Golfhuller=9
Energicenter Voldparken;Hal;Kobbelvænget 65, 2700 Brønshøj;;mail@energicentervoldparken.dk;http://www.energicentervoldparken.dk/;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Forening;;718840;6179741;32N;Håndboldbaner=1
Norce Performance;;Kattegatvej 4, 2150 København;;hej@norce.dk;https://www.facebook.com/Norceperformance/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;726525;6180499;32N;
FitnessX;FitnessX - København V - Carlsberg Byen;Thorvald Bindesbølls Pl. 1, 1799 København V;;;https://www.fitnessx.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;722298;6174855;32N;
PureGym;PureGym - Himmelbyen;Asger Jorns Allé 2, 2300 København S;;;https://www.puregym.dk/find-center/oerestad;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725082;6169544;32N;
Svømmehallen på Rymarksvej;;Rymarksvej, 2900 Hellerup;;https://kk.halbooking.dk;https://svoemkbh.kk.dk/rymarksvej;København;Hovedstaden;Svømmeanlæg;Indendørs;Kommunal;Kommunal;"Andet svømmebassin

***

16,75 x 9,75 meter og en dybde på 1,2 - 3,1 meter.";723830;6181045;32N;Andre svømmebassiner=1
Fysisk Form Østerbro;;Landskronagade 68, 2100 København Ø;;;https://fysiskform.dk/form/oesterbro/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;724229;6179910;32N;
Remiseparken;Skatepark;Remisevej 81, 2300 København;;;;København;Hovedstaden;Skatefaciliteter;Udendørs;Kommunal;Kommunal;Stor bowl i den sydlige ende af Remiseparken;726207;6173072;32N;
Grøndal Multicenter;Bowlerneshal;Hvidkildevej 64, 2400 København NV;;;http://bowlerneshal.dk/;København;Hovedstaden;Bowlingcentre;Indendørs;Kommunal;Kommunal;;720928;6178338;32N;Bowlingbaner=20
Grøndal Multicenter;Squashbaner;Hvidkildevej 64, 2400 København NV;;;https://grondalmulticenter.kk.dk/;København;Hovedstaden;Squashbaner;Indendørs;Kommunal;Kommunal;;720928;6178338;32N;Squashbaner=6
Grøndal Multicenter;Padelbaner;Hvidkildevej 64, 2400 København NV;;;grondalmulticenter.kk.dk;København;Hovedstaden;Padelbaner;Indendørs;Kommunal;Kommunal;;720928;6178338;32N;Double baner=2
Genforeningspladsen;Padel (Grøndal Multicenter);Genforeningspladsen 54, 2400 København NV;;;https://grondalmulticenter.kk.dk/aktiviteter/ketsjer-og-bat/padel-tennis;København;Hovedstaden;Padelbaner;Udendørs;Kommunal;Kommunal;;721079;6178300;32N;Double baner=2
Big Bowl Valby;;Gl. Jernbanevej 31, 2500 Valby;;;https://bigbowl.dk/;København;Hovedstaden;Bowlingcentre;Indendørs;Privat;Privat;;721258;6174322;32N;Bowlingbaner=22
Nørrebrohallen;Squashbaner;Bragesgade 5, 2200 København N;;;https://kulturn.kk.dk/noerrebrohallen;København;Hovedstaden;Squashbaner;Indendørs;Kommunal;Kommunal;;722658;6178320;32N;Squashbaner=4
Københavns Squash Klub;;Vester Søgade 58 Gården, 1601 København V;;;https://cphsquash.dk/;København;Hovedstaden;Squashbaner;Indendørs;Forening;Forening;;723862;6176228;32N;Squashbaner=3
DGI-byen;Bowlingbaner;Tietgensgade 65, 1704 København V;;;https://www.dgibyen.dk/da/;København;Hovedstaden;Bowlingcentre;Indendørs;Selvejende institution;Selvejende institution;;724176;6175140;32N;Bowlingbaner=16
Svanemøllehallen;Squashbaner;Østerbrogade 240, 2100 København Ø;;;www.svanen-squash.dk/;København;Hovedstaden;Squashbaner;Indendørs;Kommunal;Kommunal;;724784;6180078;32N;Squashbaner=4
Vamoz Padel;Fields;Arne Jacobsens Allé 12, 2300 København S;;;;København;Hovedstaden;Padelbaner;Udendørs;Privat;Privat;;725088;6170813;32N;Double baner=5,Single baner=1
Charlottehaven Fitness & Health Club;Squashbane;Hjørringgade 12C, 2100 København Ø;;;https://www.charlottehaven.com/dk/da/health-club/traening-og-faciliteter/squash/;København;Hovedstaden;Squashbaner;Indendørs;Privat;Privat;;725450;6179135;32N;Squashbaner=1
PureGym;PureGym - Kbh K., Christianshavn Squashbaner;Danneskiold-Samsøes Allé 20, 1434 København K;;;https://www.puregym.dk/find-center/kbh-k-christianshavn;København;Hovedstaden;Squashbaner;Indendørs;Privat;Privat;;726541;6176074;32N;Squashbaner=2
ProPadel;ProPadel CPH;Kattegatvej 6, 2150 København;;;propadel.nu;København;Hovedstaden;Padelbaner;Indendørs;Privat;Privat;;726555;6180600;32N;Double baner=4
Kløvermarkens Tennis Klub;City Squash København;Kløvermarksvej 34, 2300 København S;;;www.citysquash.dk;København;Hovedstaden;Squashbaner;Indendørs;Forening;Forening;;726700;6175364;32N;Squashbaner=4
Padel Yard Reffen;;Refshalevej 179, 1432 København K;;;padelyard.dk;København;Hovedstaden;Padelbaner;Kombineret;Privat;Privat;10 udendørs baner og 8 indendørs baner;727150;6177891;32N;Double baner=18
Match Padel;Match Padel Kløvermarken;Kløvermarksvej 70, 2300 København;;;matchpadel.dk;København;Hovedstaden;Padelbaner;Indendørs;Privat;Privat;;727476;6175844;32N;Double baner=8,Single baner=1
Racket Club;Racket Club Terminalerne;Oceankaj 1, 2150 Nordhavn;;;https://www.racketclub.dk/centre/racket-club-terminalerne;København;Hovedstaden;Padelbaner;Indendørs;Privat;Privat;Centret har også to børnebaner;727635;6180364;32N;Double baner=4,Single baner=4
Racket Club;Racket Club Kløver;Raffinaderivej 10E, 2300 København;;;https://www.racketclub.dk/centre/klover;København;Hovedstaden;Padelbaner;Kombineret;Privat;Privat;4 udendørs baner og 6 indendørs baner;727735;6175448;32N;Double baner=10
LOOP Fitness;LOOP Sydhavns Plads;Sydhavns Plads 12, 2450 København SV;31438010;sydhavnsplads@loopfitness.dk;https://loopfitness.dk/centre/loop-fitness-sydhavns-plads/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;722771;6173239;32N;
FitnessX;FitnessX - Femøren;Engvej 163, 2300 København;;;https://fitnessx.dk/find-center/koebenhavn-femoren/?_gl=1*1sskeb3*_up*MQ..&gclid=CjwKCAjw6raYBhB7EiwABge5Kpv0XafYZsz3Y8t3QmfPX5pMQTFZpIVTccV8KvHjAJBR0dvjWsdAihoC8YIQAvD_BwE;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;728791;6172669;32N;
Fit&Sund;Fit&Sund Brønshøj;Kobbelvænget 74, 2700 Brønshøj;+45 3860 2220;bronshoj@fitogsund.dk;https://fitogsund.dk/c/huse/broenshoej;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;718638;6179359;32N;
Emdrupparkens Idrætsanlæg;KFUM Tennishal;Nøkkerosevej 23;39610084;info@kfum-tennis.dk;https://www.kfum-tennis.dk;København;Hovedstaden;Tennisanlæg;Indendørs;Andet;Andet;;721799;6181128;32N;Kunststofbaner=2
Match Padel DGI Byen Kbh;Padelbaner;Tietgensgade 65, 1704 København V;2610 0403;fv@kingpadel.dk;https://matchpadel.dk/afdelinger/dgi-vesterbro;København;Hovedstaden;Padelbaner;Udendørs;Privat;Privat;;724104;6174969;32N;Double baner=3
Kaatsu Fitness;Amager;Strandlodsvej 9x, 2300 Amager;2523 0270;info@kaatsufitness.dk;https://kaatsufitness.dk/amager/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;727765;6174896;32N;
Sporting Health Club;SHC, Kaktus Towers;Dybbølsbro 1, 1560 København V;51 97 10 75;kaktus@sportinghealthclub.dk;https://sportinghealthclub.dk/shc-kaktus-towers/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723922;6174358;32N;
Buen;Ohm Yoga Studio;Vesterbrogade 6D, 7. sal. 1620 København V;;;;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723986;6175590;32N;
FysioDanmark;FYSIQ Ørestad;Digevej 114, 3. sal, 2300 København S;32 52 35 64;orestad@fysiq.dk;https://fysiq.dk/fysiq-oerestad/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725583;6172008;32N;
FysioDanmark;FYSIQ Vesterport;Dahlerupsgade 3, 1603 København V;33 13 33 43;vesterport@fysiq.dk;https://fysiq.dk/fysiq-vesterport/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723951;6176116;32N;
Strandparken Gym;Strandparken Gym Copenhagen Towers;Ørestads Boulevard 106, 2300 København S;;info@strandparkengym.dk;https://www.strandparkengym.dk/cph-towers/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725232;6170428;32N;
Nordic Strong Studio;Fitnessstudie;Fortkaj 5, 2150 København;53 62 20 98;studio@nordicstrong.com;https://nordicstrong.com/pages/join-us-sign-in;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725815;6179577;32N;
Kofoeds Skole;Idrætslokale 2;Nyrnberggade 1, 2300 København S;;ks@kofoedsskole.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Selvejende institution;Selvejende institution;;727494;6174966;32N;
Kapelvej 44;Bevægelsesrum 1;Kapelvej 44, 2200 København;;stoeberiet@kff.kk.dk;https://kulturogfritidn.kk.dk/kapelvej-44;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;723227;6176910;32N;
Kapelvej 44;Bevægelsesrum 2;Kapelvej 44, 2200 København;;stoeberiet@kff.kk.dk;https://kulturogfritidn.kk.dk/kapelvej-44;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;723227;6176910;32N;
Ryparkens Idrætsanlæg;Multisal;Lyngbyvej 110, 2100 København;;bookoesterbro@kff.kk.dk;https://kulturoesterbro.kk.dk/indhold/ryparkens-idraetsanlaeg;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;723698;6180572;32N;
Vamoz Padel;Vamoz Padel - Fisketorvet;;;;;København;Hovedstaden;Padelbaner;Udendørs;Privat;Privat;;724030;6174211;32N;Double baner=3
